PMNAME,PMUNIT,PMSARATE,PMPURATE,PMMRRATE,PM_GSTPER,PMGROUP
BAJAJ ALMOND 500ML,OTHERS,295,268.17,295,0,GENERAL
MOMANS AGARBATHI,OTHERS,9.5,0,10,0,GENERAL
GAS LIGHTER GLOSSY,OTHERS,105,35,105,0,GENERAL
GIFT COVER TRANS,OTHERS,10,4,10,0,GENERAL
EXO BAR 80GM,OTHERS,5,4.07,5,0,GENERAL
NAIL CUTTER BIG,OTHERS,55,20,55,0,GENERAL
CLOTH CLIP SINCO,OTHERS,58,25,50,0,GENERAL
CLOTH CLIP INTER12NO,OTHERS,45,16,45,0,GENERAL
NAIL CUTTER SMALL,OTHERS,45,17,30,0,GENERAL
NOTE BOOK.243,OTHERS,35,26.22,35,0,GENERAL
BUDS WOOD,OTHERS,15,5,15,0,GENERAL
PARIMAL SANDAL AGARBATHI,OTHERS,9.5,0,10,0,GENERAL
NOTE BOOK ACCOUNT,OTHERS,80,35,80,0,GENERAL
REXONA 100 G,OTHERS,28,25.76,25,0,GENERAL
LIRIL,OTHERS,180,87,180,0,GENERAL
KIT KAT 27.5GM,OTHERS,25,22.23,25,0,GENERAL
GLASS WIPER,OTHERS,28.5,0,30,0,GENERAL
BROOM,OTHERS,150,90,150,0,GENERAL
LUX 150 G,OTHERS,19,20.37,20,0,GENERAL
LUX 100 G,OTHERS,22,29.49,22,0,GENERAL
NALAN IDLYDOSA,OTHERS,50,35,50,0,GENERAL
DETTOL ANTI 210ml,OTHERS,117,100.14,118,0,GENERAL
CINTHOL 75 G,OTHERS,29,26.71,29,0,GENERAL
priya tamrend,OTHERS,20,17.5,20,0,GENERAL
EXO ROUND 700G*2,OTHERS,130,101,130,0,GENERAL
LUX 50 G,OTHERS,10,0,10,0,GENERAL
POWER NATURE 150 G,OTHERS,32,30,32,0,GENERAL
MOPR/C SETLAMI(B),OTHERS,165,79.06,165,0,GENERAL
HAMAM 20g,OTHERS,10,8.89,10,0,GENERAL
KWALITY VANILLACUP115ML,OTHERS,30,25,30,0,GENERAL
CLEAN&CLEAR20ML,OTHERS,20,16.37,20,0,GENERAL
TOILET CLEANING BRUSH,OTHERS,82,40.8,82,0,GENERAL
KWALITY VANILLACUP55ML,OTHERS,15,12.5,15,0,GENERAL
NYLON ROPE 150GM,GMS,125,45,95,0,GENERAL
NYLON ROPE,OTHERS,9.5,0,10,0,GENERAL
JIYO AGARBATHI,OTHERS,33.25,0,35,0,GENERAL
NYLON ROPE 75,OTHERS,45,22.5,45,0,GENERAL
KING BRUSH,OTHERS,23.75,0,25,0,GENERAL
SABENA 1 KG,OTHERS,30,26.79,30,0,GENERAL
SABENA 500 G,OTHERS,13,11.6,12,0,GENERAL
MAGGI CUBESVEG40g,OTHERS,35,32.11,35,0,GENERAL
PANJADEEPA POOJA OIL 1 LT,OTHERS,133,0,140,0,GENERAL
POOJA OIL 1 KG,OTHERS,76,0,122,0,GENERAL
3ROSES TOPSTAR 250g,OTHERS,155,135.52,155,0,GENERAL
VIM POWDER 1 KG,OTHERS,22,0,22,0,GENERAL
POWER SOAP 300 G,OTHERS,10,0,9,0,GENERAL
POWER SOAP 200 G,OTHERS,10,8.5,10,0,GENERAL
MUSTARD OIL 1lt,OTHERS,248,192,232,0,GENERAL
FONZO 200ML,OTHERS,10,7.92,10,0,GENERAL
SPRITE 2LTR,OTHERS,95,81.76,95,0,GENERAL
PHILIPS CFL 14w,OTHERS,170,89.71,170,0,GENERAL
3 ROSES 250g,OTHERS,220,187,200,0,GENERAL
KINLEY SODA 500ML,OTHERS,20,17.6,20,0,GENERAL
MAAZA500ML,OTHERS,40,30.36,40,0,GENERAL
KINLEY DRINKING WATER 2,OTHERS,20,0,20,0,GENERAL
SPRITE300ML TIN,OTHERS,40,30.27,40,0,GENERAL
777NANNARI,OTHERS,140,119,140,0,GENERAL
BLACK ROSE,OTHERS,12,8.6,60,0,GENERAL
SPRITE500ML,OTHERS,38,31.54,720,0,GENERAL
LIMCA 500 ML,OTHERS,40,30.79,40,0,GENERAL
3ROSES TOPSTAR 100g,OTHERS,70,45.46,58,0,GENERAL
BINDU APPLAM 270 G,OTHERS,41.8,0,44,0,GENERAL
BINDU APPLAM 160 G,OTHERS,63,50,63,0,GENERAL
BINDU MINI SPC100G,OTHERS,59,47,59,0,GENERAL
MUGIL APPLAM 140 G,OTHERS,8.55,0,9,0,GENERAL
PARRY AMRIT 500GM,OTHERS,50,38.95,50,0,GENERAL
AACHI BAJJI BON POW200G,OTHERS,35,24.9,32,0,GENERAL
ROTA SEMIYA 200 G,OTHERS,5.7,0,6,0,GENERAL
MTR VERMICELLI 1 KG,OTHERS,38,0,40,0,GENERAL
MTR VERMICELLI 500 G,OTHERS,45,40.91,45,0,GENERAL
AVT TEA 100g,OTHERS,35,29.51,33,0,GENERAL
MTR VERMICELLI 200 G,OTHERS,7.6,0,8,0,GENERAL
SAVOR SAMIYA1KG,OTHERS,90,53,90,0,GENERAL
SAVOR SAMIYA 200GM,GMS,20,12.5,20,0,GENERAL
MTR ROASTED VERMICELLI 200 G,OTHERS,9.5,0,10,0,GENERAL
HAPIMA CRISPY MIX35gm,OTHERS,20,7.5,10,0,GENERAL
KIRUBA S ROSE WATER 50 ML,OTHERS,13,0,13,0,GENERAL
KIRUBA S CASTOR OIL 50 ML,OTHERS,8.55,0,9,0,GENERAL
WHITR RENOYL CONCENTRATION 100 M,OTHERS,25.65,0,27,0,GENERAL
KIRUBA S OMUM WATER 100 ML,OTHERS,4.75,0,5,0,GENERAL
3ROSES NATURAL 100g,OTHERS,68,61.82,68,0,GENERAL
KIRUBA S CASTOR OIL 100 ML,OTHERS,75,0,15,0,GENERAL
KIRUBA S ROSE WATER 100 ML,OTHERS,7.6,0,8,0,GENERAL
ODONIL AIR FRESHNER 315 G,OTHERS,90.25,0,95,0,GENERAL
KIRUBA S NEEM OIL 5O G,OTHERS,9.5,0,10,0,GENERAL
SAVOR SAMIYA 500GM,GMS,50,28.5,50,0,GENERAL
RAJARAM GROUND 50g,OTHERS,20,16,20,0,GENERAL
HALDI NIMBU 150gm,OTHERS,30,25.25,30,0,GENERAL
HALDI LEMONBHEL,OTHERS,27,25.24,27,0,GENERAL
SAVOR SAMIYA TOS200G,GMS,25,16,25,0,GENERAL
3ROSES 500g,OTHERS,340,244,275,0,GENERAL
SAVOR SAMIYA TOS 500G,GMS,65,38,65,0,GENERAL
SAVOR PASTA500GM,GMS,50,27,50,0,GENERAL
SAVOR PASTAPENNE500G,GMS,50,27,50,0,GENERAL
SREE GOLD THOOR DHAL 500 G,OTHERS,27.55,0,30,0,GENERAL
JEYAM GOLD TOOR DHAL 500 G,OTHERS,24.7,0,26,0,GENERAL
JEYAM GOLD ORID DHAL 500 G,OTHERS,23.75,0,25,0,GENERAL
K-L-F COCUNUT OIL 500 ML,OTHERS,38.95,0,41,0,GENERAL
K-L-F COCUNUT OIL 1 LT,OTHERS,243,194.39,243,0,GENERAL
PLAIN NOODLES 100 G,OTHERS,28,19.75,28,0,GENERAL
PURNA RICE BRAND OIL 1 KG,OTHERS,66.5,0,70,0,GENERAL
AVT COFFEE 50g,OTHERS,17,0,17,0,GENERAL
SUNDROP 1 LT,OTHERS,215,204.71,215,0,GENERAL
SAFFOLA ACTIVE 1lt,OTHERS,188,166.56,145,0,GENERAL
SAFFOLA OATS 400gm,OTHERS,89,79.66,89,0,GENERAL
S-V-S SUN FLOWER OIL 1 LT,OTHERS,72.2,0,76,0,GENERAL
KUTHIRAIVALI 1KG,OTHERS,160,68,160,0,GENERAL
KARAI RIBBON 150G,OTHERS,55,44,55,0,GENERAL
RICE BOILED SRIMAAN1KG,OTHERS,58,34,58,0,GENERAL
CYCLE AGARBATHI BIG,OTHERS,50,41.67,50,0,GENERAL
RO MAXTRONPEN BLUE1no,OTHERS,50,40.05,50,0,GENERAL
3ROSES 1kg,OTHERS,448,0,448,0,GENERAL
ROOBINI OIL 1 LT,OTHERS,159,120,142,0,GENERAL
NOTE BOOK 1219,OTHERS,10,7.5,10,0,GENERAL
S-V-S GROUND NUT OIL 1 LT,OTHERS,196,164,210,0,GENERAL
REVIVE LIQID200GM,OTHERS,71,64.18,71,0,GENERAL
BRU TRIPTI 200GM,OTHERS,180,133.33,180,0,GENERAL
GOLD WINNER DALTA200g,OTHERS,43,32,35,0,GENERAL
GOLD WINNER DALTA100g,OTHERS,18,16.4,13,0,GENERAL
HALDI RUSK 170GM,OTHERS,10,8.75,25,0,GENERAL
SURF EXCEL TOP1KG,OTHERS,190,172.29,189,0,GENERAL
SAVLON 1ltr,OTHERS,291,243.33,291,0,GENERAL
REA LABEL 250 G,OTHERS,49.4,94.9,52,0,GENERAL
S-V-S ORIGINAL,OTHERS,3000,2140,78,0,GENERAL
ANABOND 20GM,OTHERS,50,35,50,0,GENERAL
FEVIBOND 50ML,OTHERS,35,16.6,35,0,GENERAL
SHUTTLE COCK CHINA,OTHERS,20,7.2,20,0,GENERAL
PLAYING CARDS555,OTHERS,100,55,100,0,GENERAL
RUBINI PALMOLINE OIL 500 ML,OTHERS,26.6,0,28,0,GENERAL
K-P-L COCUNUT OIL 500 ML KG,OTHERS,38,98,40,0,GENERAL
K-P-L COCUNUT OIL 1 KG,OTHERS,76,0,80,0,GENERAL
LEVISTA SOCKET,OTHERS,10,4.47,10,0,GENERAL
DHEEPAM POUCH500ml,OTHERS,103,39.5,55,0,GENERAL
NOTE BOOK 942,OTHERS,33,24.75,33,0,GENERAL
HALDI MASALA KAJU,OTHERS,50,0,50,0,GENERAL
PARACHUTE 50 ML,OTHERS,22,18.09,20,0,GENERAL
PARACHUTEALOE1,OTHERS,80,66.73,80,0,GENERAL
KISSAN GRAPE JUICE,OTHERS,130,0,130,0,GENERAL
PARACHUTE 200 ML,OTHERS,70,65.46,72,0,GENERAL
PARACHUTE 500 ML,OTHERS,208,182.12,200,0,GENERAL
PARACHUTE 100 ML,OTHERS,40,36.36,40,0,GENERAL
PARACHUTE JASMINE45ml,OTHERS,20,40,20,0,GENERAL
KISSAN LEMON JUICE,OTHERS,130,0,130,0,GENERAL
SUGAR BRAND ARROW ROOT 25 ML,OTHERS,4.75,1,5,0,GENERAL
YIPPEE CLAS MASALA70G,OTHERS,12,10.81,12,0,GENERAL
PALMOLIVE FOR MEN 50 G,OTHERS,38,0,40,0,GENERAL
PALMOLIVE FOR MWN 25 G,OTHERS,19.95,0,21,0,GENERAL
GOTHREJ SHAVING CREAM 20 ML,OTHERS,15.2,0,16,0,GENERAL
OLD SPICE CREAM 30 G,OTHERS,25.65,0,27,0,GENERAL
KISSAN PINEAPPLE JUICE,OTHERS,160,0,160,0,GENERAL
PERSONAL CREAM 30 G,OTHERS,7.6,0,8,0,GENERAL
LICCO CREAM 125ML,OTHERS,14.25,0,15,0,GENERAL
OLD SPICE CREAM50 ML,OTHERS,40.85,0,43,0,GENERAL
VI-SPLASH LOTION 70 ML,OTHERS,38,0,40,0,GENERAL
JORDAN LOTION 60 ML,OTHERS,110,93.88,110,0,GENERAL
HARPIC TWINPACK,OTHERS,120,109.09,120,0,GENERAL
MARGO SHAVING BRUSH,OTHERS,9.5,0,10,0,GENERAL
NICE BRUSH,OTHERS,19,0,20,0,GENERAL
JAPAN BRUSH,OTHERS,11.4,0,12,0,GENERAL
SUNFEST HIFI COOKIES 36g,OTHERS,5,4.45,5,0,GENERAL
KISSAN MANGO JUICE,OTHERS,73.15,0,77,0,GENERAL
SINGAPORE SAMBR50GM,OTHERS,35,18,35,0,GENERAL
AMRUTANJAN GREEN,OTHERS,40,33.67,40,0,GENERAL
GILL MACH3 TURBO(2no),OTHERS,350,292.5,350,0,GENERAL
GILL VECTOR3 4no,OTHERS,120,103.6,110,0,GENERAL
GILL FUSION 4no,OTHERS,1000,867.17,1000,0,GENERAL
SUPERMAX ELEGANCE,OTHERS,51.3,0,54,0,GENERAL
SUPER MAX S II,OTHERS,38,0,40,0,GENERAL
GILL SHAV CREAM93g(R),OTHERS,35,30.24,35,0,GENERAL
PAPER CUP 100ML(P),OTHERS,89,43,75,0,GENERAL
OLD SPICE SHAVE LOTION,OTHERS,294,239.89,294,0,GENERAL
KISSAN ORANGE JUICE,OTHERS,130,87.66,130,0,GENERAL
GILL SHAV CREAM93g(Gel),OTHERS,85,104.47,85,0,GENERAL
PALMOLIVE SHAVING BRUSH,OTHERS,44.65,0,47,0,GENERAL
DURACELL AA 4S,OTHERS,160,123,160,0,GENERAL
GILL SAV FOAM196g(L),OTHERS,199,146.42,199,0,GENERAL
GILL GUARD 3no,OTHERS,27,21.24,27,0,GENERAL
GILL FUSION 1NO,OTHERS,35,29.68,37,0,GENERAL
GILL MACH3 TURBO(4no),OTHERS,185.25,0,195,0,GENERAL
IYER/S LONG CHIPS 100GM,OTHERS,61,42.7,61,0,GENERAL
IYER/S APPALAM100GM,OTHERS,29,20.33,29,0,GENERAL
BRU COFFEE200g,OTHERS,340,286,340,0,GENERAL
IYER/S MASALA PAPAD 180G,OTHERS,77,51.16,77,0,GENERAL
SUNMAX DEEP SHAVE,OTHERS,38,0,40,0,GENERAL
LASER SPORT(3),OTHERS,14.25,0,15,0,GENERAL
SUPER MAX (3),OTHERS,15.2,0,16,0,GENERAL
LASER SPORT,OTHERS,9.03,0,9.5,0,GENERAL
SCISSOR,OTHERS,13,58,12,0,GENERAL
WEGA CLOTH CLIP,OTHERS,23.75,0,25,0,GENERAL
BRU COFFEE7g,OTHERS,5,4.38,5,0,GENERAL
TANG ORANGE18G,OTHERS,5,4.54,5,0,GENERAL
SIPPI,OTHERS,14.25,0,15,0,GENERAL
MEERA POWDER 50 G,OTHERS,35,30.25,35,0,GENERAL
IYER/S APPALAM180GM,OTHERS,29,48.33,73,0,GENERAL
KIT KAT BROWNIE,OTHERS,60,51.12,60,0,GENERAL
KWALITY COLA52G,OTHERS,10,8.33,10,0,GENERAL
PALMOLIVE NATURALS,OTHERS,30.4,0,32,0,GENERAL
AXE BRAND 5ml,OTHERS,135,112.5,135,0,GENERAL
SOYA SAUCE HARIMA200ML,OTHERS,50,40,50,0,GENERAL
SUPER-MAX,OTHERS,15.2,0,16,0,GENERAL
TOP RAMAN CHILLI70g,OTHERS,12,8.91,10,0,GENERAL
MARVEL,OTHERS,57,0,60,0,GENERAL
J-M-P,OTHERS,38,0,40,0,GENERAL
GOKUL SANTOL,OTHERS,15,12.5,15,0,GENERAL
PONDS STATLIGHT 300g,OTHERS,240,218.18,240,0,GENERAL
PONDS DREAMFLOWER 100g,OTHERS,99,87.3,99,0,GENERAL
PONDS OILCONTROL 100g,OTHERS,250,182,250,0,GENERAL
PONDS SANDAL 100g,OTHERS,132,120,132,0,GENERAL
AJAY TOOTH BRUSH,OTHERS,22,15.41,40,0,GENERAL
GREENPEAS VEG1kg,OTHERS,98,52,88,0,GENERAL
PONDS MOIS COLD30ML,OTHERS,50,45.45,50,0,GENERAL
PONDS DREAMFLOWER 50g,OTHERS,55,39.09,45,0,GENERAL
PONDS STARLIGHT 100g,OTHERS,125,113.64,125,0,GENERAL
PONDS DREAMFLOWER 200g,OTHERS,210,190.91,210,0,GENERAL
PONDS SANDAL 300g,OTHERS,340,309,340,0,GENERAL
PONDS MAGIC 400g,OTHERS,330,291,330,0,GENERAL
BORO PLUS ICE COOL 150 G,OTHERS,39.9,0,42,0,GENERAL
SPINZ POWDER 100G,OTHERS,27.08,0,28.5,0,GENERAL
SHOWER TO SHOWER 150 G,OTHERS,110,65.48,110,0,GENERAL
NESCAFE SUNRISE50g,OTHERS,85,79.44,85,0,GENERAL
GOKUL SANTOL 30G,OTHERS,38,34.57,38,0,GENERAL
J&J BABY POWDER 200 G,OTHERS,23.75,0,25,0,GENERAL
J&J BABY POWDER 400 G,OTHERS,69.35,0,73,0,GENERAL
J &J BABY POWDER 700G,OTHERS,123.5,0,130,0,GENERAL
J &J BABY POWDER 100G,OTHERS,29.93,0,31.5,0,GENERAL
J J BABY-POWDER 50G,OTHERS,15.2,0,16,0,GENERAL
NAVARATHA COOL TALK 100G,OTHERS,28.03,0,29.5,0,GENERAL
LOTTE CHEWITS,OTHERS,5,4.42,5,0,GENERAL
SPINZ POWDER 50G,OTHERS,15.2,0,16,0,GENERAL
Z POWDER,NOS,52,52,52,0,GENERAL
VICCO POWDER100G,OTHERS,43.7,0,46,0,GENERAL
VICCO POWDER 50G,OTHERS,53,46,53,0,GENERAL
VICCO POWDER 25G,OTHERS,13.3,0,14,0,GENERAL
GOOD HOME UNBLOX,OTHERS,25,20.47,25,0,GENERAL
GREENCHILLI SAUCE HAR200,OTHERS,50,40,50,0,GENERAL
PONDS DREAM 15g,OTHERS,10,9.09,10,0,GENERAL
MOP TWIST(J),NOS,345,169,335,0,GENERAL
FAL WINTER FAIRNESS CR50,OTHERS,110,97.01,110,0,GENERAL
AYUSH TOOTHPASTE 40gm,OTHERS,20,18.18,20,0,GENERAL
AYUSH GEL80gm,OTHERS,40,35.27,40,0,GENERAL
ZANDU BALM,OTHERS,37,31.5,42,0,GENERAL
ID FILTER COFFEE 150ML,OTHERS,95,81,80,0,GENERAL
MANGALDEEP AGASMALL,OTHERS,15,7.69,10,0,GENERAL
ID PANEER 200GM,OTHERS,105,88,90,0,GENERAL
ID PAROTA 5NO,OTHERS,80,66,80,0,GENERAL
GARNIERHAIR DYEBLACK1NO,OTHERS,180,153,180,0,GENERAL
COTHAS COFFE500gm,OTHERS,260,234,260,0,GENERAL
3ROSES TIP,OTHERS,40,28.65,40,0,GENERAL
SUNFEAST CHOCO-NUTS 150 G,OTHERS,29.45,0,31,0,GENERAL
SUNFEAST BUTTER- NUT 75 G,OTHERS,10,8.85,10,0,GENERAL
SUNFEAST CHOCO-NUTS 75 G,OTHERS,17.1,0,18,0,GENERAL
SPECIAL CASHEW,OTHERS,5.23,0,5.5,0,GENERAL
SPECIAL BUTTER,OTHERS,4.28,0,4.5,0,GENERAL
GK GREEN SHAKTI,OTHERS,34,30.9,34,0,GENERAL
PONDS WHITEBEAUTY 35G,OTHERS,79,69.3,79,0,GENERAL
PONDS PW FW50g,OTHERS,95,75.44,95,0,GENERAL
GOOREJEXPERT BLACK1no,OTHERS,30,21.75,30,0,GENERAL
WATER POT (SPL)-A,OTHERS,110,58,110,0,GENERAL
GK COOLGEL14g,OTHERS,10,8.73,10,0,GENERAL
GOOREJ SHAVINGCREAM78gm,OTHERS,65,56.73,65,0,GENERAL
GK FABRIC ROLL1.8ml,OTHERS,20,16.73,20,0,GENERAL
GK MAHJMB COIL1pa,OTHERS,33,30,33,0,GENERAL
GOOREJ EXPERTDBROWN1no,OTHERS,133,26.51,30,0,GENERAL
GK FAST CARD,OTHERS,10,8.89,10,0,GENERAL
FAL MEN FAIRNESS CRM50G,OTHERS,130,118.18,130,0,GENERAL
FAL ANTIMARK40G,OTHERS,125,113.64,125,0,GENERAL
FAL MEN FAIRNESS FW20G,OTHERS,35,31.82,35,0,GENERAL
FAL AMV PUMP TUPE30G,OTHERS,72,65.46,72,0,GENERAL
WATER POT (SPL)-B,OTHERS,38,0,40,0,GENERAL
FAL MEN FAIRNESS CRM25G,OTHERS,72,65.45,72,0,GENERAL
FAL ADV MV 80G RL,OTHERS,155,98.19,155,0,GENERAL
FAL ADV MV25G RL,OTHERS,56,50.91,56,0,GENERAL
GOOREJ NUPUR120gm,OTHERS,75,54.13,75,0,GENERAL
APPY FIZZ600ML,OTHERS,33,32.41,30,0,GENERAL
GK PWRACTV*45ml,OTHERS,72,62.18,72,0,GENERAL
GK POWER ACTIV*twin,OTHERS,134,116.95,134,0,GENERAL
GOOREJ SHAVING CREAM20gm,OTHERS,30,18.43,25,0,GENERAL
PRIL LIQ225ML,OTHERS,45,38.33,45,0,GENERAL
PRIL LIQ425ML,OTHERS,105,93.25,105,0,GENERAL
MAV RAW RICE,OTHERS,13.3,0,14,0,GENERAL
BROOM LONG SOFT,OTHERS,160,96,137,0,GENERAL
NEEM PASTE25G,OTHERS,10,9.09,10,0,GENERAL
MAYAINCENSESTICK12G,OTHERS,10,8.69,10,0,GENERAL
BRI RUSK 200GM,OTHERS,30,26.79,30,0,GENERAL
PRIL LIQ 750ML,OTHERS,190,131,160,0,GENERAL
EXO ROUND 250G,OTHERS,29,24.7,28,0,GENERAL
EXO ROUND 500GM,OTHERS,50,45.25,48,0,GENERAL
STEEL SCALE,OTHERS,50,26,50,0,GENERAL
GREEN PATANI 1 KG,OTHERS,42.75,0,45,0,GENERAL
CARRY BAG SMALL,OTHERS,25,14,30,0,GENERAL
CARRY BAG BIG,OTHERS,98,70,140,0,GENERAL
MYSORE SANDLE TALK 300 G,OTHERS,69.35,0,73,0,GENERAL
MYSORE SANDLE TALK 100 G,OTHERS,32.3,0,34,0,GENERAL
SONA RAW RICE,OTHERS,19.95,0,21,0,GENERAL
MYSORE SANDLE SOAP 5 IN 1 PACK,OTHERS,93.1,0,98,0,GENERAL
MYSORE SANDLE TRIPLE PACK,OTHERS,210,192,210,0,GENERAL
MYSORE SANDLE CLASSIC,OTHERS,19.95,0,21,0,GENERAL
MYSORE SANDLE GOLD (1+1),OTHERS,83.6,0,88,0,GENERAL
HERBAL CARE 100 G,OTHERS,10.45,0,11,0,GENERAL
KAMBU 500 G,OTHERS,34,17.5,34,0,GENERAL
PHILIPS CFL 18w,OTHERS,215,143.23,215,0,GENERAL
SLIP PAD 2no,OTHERS,20,0,20,0,GENERAL
PANAKALKANDU,NOS,290,290,290,0,GENERAL
MYSORE SANDAL SOAP 75g,OTHERS,20.43,0,21.5,0,GENERAL
AACHI PAV BHAJI 50G,NOS,34,28.76,34,0,GENERAL
AACHI PANI PURI 50G,NOS,40,25,30,0,GENERAL
AACHI FRIEDRICE MASALA,NOS,10,7.06,10,0,GENERAL
AACHI SCHEZWAN FRIED MAS,NOS,10,7.06,10,0,GENERAL
AACHI CHETTINAD BIRI MAS,NOS,32,24.72,32,0,GENERAL
AACHI DINDUGUL BRI MAS,NOS,32,23.74,32,0,GENERAL
AACHI JALJEERA 50GM,NOS,30,21.7,30,0,GENERAL
GO STRONG CIK 200ML,NOS,99,84.24,99,0,GENERAL
AACHI GINGE&GAR PAS200GM,NOS,65,45.01,65,0,GENERAL
AACHI MANGO THO 200GM,NOS,75,67.88,75,0,GENERAL
AACHI APPALAM 100GM,NOS,36,19,36,0,GENERAL
AACHI ASAFO POW50GM,NOS,79,56,79,0,GENERAL
AACHI ASAFO POW100GM,NOS,154,115.34,154,0,GENERAL
AACHI RAGI DOSA 200GM,NOS,45,35.95,45,0,GENERAL
DUST PAN BIG,NOS,45,23,45,0,GENERAL
AACHI HEALTHMIX 500GM,NOS,250,199.53,250,0,GENERAL
AACHI HEALTHMIX 200GM,NOS,140,112,140,0,GENERAL
AACHI WHITE PUTU POWDER500G,NOS,48,40.86,48,0,GENERAL
AACHI RAGI VERMICELLI180G,NOS,22,16.55,22,0,GENERAL
AACHI KOZHUKKATIFLOUR500G,NOS,46,35.01,46,0,GENERAL
AACHI GHEE 100ML,NOS,80,66.4,80,0,GENERAL
AKSH COW GHEE 490ML,NOS,685,581.92,685,0,GENERAL
SINK BRUSH BIG,NOS,90,45.73,80,0,GENERAL
PAPER CUP 250ML,NOS,140,70,140,0,GENERAL
AACHI MIXED JAM 100GM,NOS,25,17.98,25,0,GENERAL
SUGARFREE GOLD 300TAP,NOS,190,163.09,185,0,GENERAL
SUGARFREE GOLD 110TAP,NOS,65,55.79,65,0,GENERAL
SUGARFREE POWDER100G,NOS,145,124.47,145,0,GENERAL
GOWARTHAN CHEESE SLICE 5NO,NOS,80,73.41,80,0,GENERAL
GOWARTHAN CHEES SLI 10,NOS,140,109,130,0,GENERAL
GOWARTHAN CHEES CUBE,NOS,125,97,125,0,GENERAL
AACHI ASAFOETIDA 50GM,NOS,79,50.34,75,0,GENERAL
KALPACSI 20GM,NOS,30,11,25,0,GENERAL
ZEERA RICE 1KG,NOS,172,102.5,162,0,GENERAL
STAR ANNACHIPOO 20GM,NOS,30,15,30,0,GENERAL
CIN ORIGINAL 150G,NOS,57,51.96,57,0,GENERAL
UMBERLA METRO,NOS,285,170,285,0,GENERAL
UMBERLA CITI PLAIN,NOS,275,138,275,0,GENERAL
UMBERLA CITI DISE,NOS,285,142,285,0,GENERAL
SHUTTLE CORK COLOUR,NOS,38,20,38,0,GENERAL
SHUTTLE CORKFATHAR,NOS,28,14,28,0,GENERAL
SHUTTLE COCK PLAS,NOS,15,7,15,0,GENERAL
AACHI ASATOETIDA POWER 100GM,NOS,154,112,154,0,GENERAL
RICE BOIL SIVAJI 10KG,NOS,640,548,640,0,GENERAL
MR.GOLD SUNFLOWER1LR,NOS,210,147,210,0,GENERAL
MR.GOLD RICEBRAN1LR,NOS,150,107.99,135,0,GENERAL
MR.GOLD.GINGELLY1LR,NOS,370,263,370,0,GENERAL
IDLY RAVASARA 500G,NOS,29,23,29,0,GENERAL
AVT GOLDCUP100GM,NOS,75,67.65,75,0,GENERAL
ANNAI DATES200GM,NOS,60,43,60,0,GENERAL
TOILED BRUSH(J)ROUND,NOS,80,43.2,80,0,GENERAL
AKSH CHED SMOKE200G,NOS,280,182,280,0,GENERAL
ARIEL COLOUR1.5KG,NOS,280,250.67,280,0,GENERAL
AACHI CHANNA MASALA 50GM,NOS,32,26.81,32,0,GENERAL
ARIEL COMP2*1KG,NOS,240,208.9,240,0,GENERAL
ARIEL COMP700GM,NOS,135,105.93,135,0,GENERAL
ARIEL MAT FL1KG,NOS,250,217.61,250,0,GENERAL
ARIEL MATIC TL1KG,NOS,225,195.84,225,0,GENERAL
ARIEL LQ500ML FL,NOS,115,100.11,115,0,GENERAL
ARIEL LQ FL1LR,NOS,235,190.56,235,0,GENERAL
ARIEL LIQID TL1LR,NOS,199,161.34,199,0,GENERAL
ARIEL LIQID TL2LR,NOS,490,440.1,490,0,GENERAL
ARIEL LIQID FL2LR,NOS,500,449.08,500,0,GENERAL
ARIEL 95GM,NOS,10,8.2,10,0,GENERAL
AACHI FISH FRY 50GM,NOS,26,18,26,0,GENERAL
AACHI CORIONDER POW200GM,NOS,57,32.93,57,0,GENERAL
AACHI CHILLI POW 50GM,NOS,30,13,30,0,GENERAL
AACHI CHILLI POW 500GM,NOS,235,128.99,235,0,GENERAL
AACHI CHETTI BRI MAS,NOS,12,7.6,12,0,GENERAL
AACHI DINDU BRI MAS,NOS,50,39.98,50,0,GENERAL
AACHI DINDIGUL BRIY KIT,NOS,125,103.97,125,0,GENERAL
AACHI MIXED JAM200GM,NOS,98,76.38,90,0,GENERAL
UJALA 10,NOS,10,8.51,10,0,GENERAL
MANIMARK MURUKKUTRAY,NOS,85,73.5,85,0,GENERAL
MANIMARK NIPPAT TRAY,NOS,100,82.79,100,0,GENERAL
AACHI EGG CURRY MAS50GM,NOS,31,20.5,31,0,GENERAL
GOWAR PANEER200GM,NOS,97,72,97,0,GENERAL
GOWAR SALTBUTTER100GM,NOS,52,47.5,52,0,GENERAL
GOWAR FRESH CREAM200ML,NOS,50,45,50,0,GENERAL
GOWAR CHEESE ANGLE,NOS,380,268,380,0,GENERAL
AACHI KASMIRI CHILLI 50GM,NOS,34,25.95,34,0,GENERAL
AACHI BRIYANIMASALA 100GM,NOS,88,49.8,88,0,GENERAL
THERMOMETER INFRARED 1NO,NOS,2900,1600,4400,0,GENERAL
AACHI PANNER BUT MAS50GM,NOS,30,24.94,30,0,GENERAL
DABUR MESWAK200GM,NOS,175,126,167,0,GENERAL
KRIS GARLICPICK 400G,NOS,131,120.75,161,0,GENERAL
KRIS MAAINJI 200G,NOS,86,64.5,86,0,GENERAL
KRIS MILAGU KUZHPOW 200G,NOS,124,102.91,124,0,GENERAL
KRIS MANGO THOKKU400G,NOS,185,138.75,185,0,GENERAL
